Time,Flow
2018-06-15 20:35,255.0
2018-06-15 20:50,226.0
2018-06-15 21:05,226.0
2018-06-15 21:20,195.0
2018-06-15 21:35,149.0
2018-06-15 21:50,125.0
2018-06-15 22:05,100.0
2018-06-15 22:20,88.0
2018-06-15 22:35,86.0
2018-06-15 22:50,77.0
2018-06-15 23:05,62.0
2018-06-15 23:20,56.0
2018-06-15 23:35,44.0
2018-06-15 23:50,38.0
2018-06-16 00:05,32.0
2018-06-16 00:20,37.0
2018-06-16 00:35,40.0
2018-06-16 00:50,31.0
2018-06-16 01:05,20.0
2018-06-16 01:20,19.0
2018-06-16 01:35,20.0
2018-06-16 01:50,21.0
2018-06-16 02:05,29.0
2018-06-16 02:20,45.0
2018-06-16 02:35,62.0
2018-06-16 02:50,68.0
2018-06-16 03:05,68.0
2018-06-16 03:20,78.0
2018-06-16 03:35,78.0
2018-06-16 03:50,85.0
2018-06-16 04:05,106.0
2018-06-16 04:20,150.0
2018-06-16 04:35,202.0
2018-06-16 04:50,229.0
2018-06-16 05:05,240.0
2018-06-16 05:20,272.0
2018-06-16 05:35,309.0
2018-06-16 05:50,307.0
2018-06-16 06:05,318.0
2018-06-16 06:20,285.0
2018-06-16 06:35,287.0
2018-06-16 06:50,300.0
2018-06-16 07:05,302.0
2018-06-16 07:20,358.0
2018-06-16 07:35,366.0
2018-06-16 07:50,404.0
2018-06-16 08:05,420.0
2018-06-16 08:20,455.0
2018-06-16 08:35,448.0
2018-06-16 08:50,481.0
2018-06-16 09:05,536.0
2018-06-16 09:20,524.0
2018-06-16 09:35,549.0
2018-06-16 09:50,541.0
2018-06-16 10:05,529.0
2018-06-16 10:20,532.0
2018-06-16 10:35,498.0
2018-06-16 10:50,485.0
2018-06-16 11:05,462.0
2018-06-16 11:20,478.0
2018-06-16 11:35,469.0
2018-06-16 11:50,483.0
2018-06-16 12:05,486.0
2018-06-16 12:20,422.0
2018-06-16 12:35,465.0
2018-06-16 12:50,456.0
2018-06-16 13:05,452.0
2018-06-16 13:20,701.0
2018-06-16 13:35,730.0
2018-06-16 13:50,702.0
2018-06-16 14:05,687.0
2018-06-16 14:20,655.0
2018-06-16 14:35,676.0
2018-06-16 14:50,657.0
2018-06-16 15:05,634.0
2018-06-16 15:20,618.0
2018-06-16 15:35,526.0
2018-06-16 15:50,426.0
2018-06-16 16:05,462.0
2018-06-16 16:20,360.0
2018-06-16 16:35,373.0
2018-06-16 16:50,364.0
2018-06-16 17:05,327.0
2018-06-16 17:20,343.0
2018-06-16 17:35,299.0
2018-06-16 17:50,279.0
2018-06-16 18:05,268.0
2018-06-16 18:20,263.0
2018-06-16 18:35,248.0
2018-06-16 18:50,249.0
2018-06-16 19:05,256.0
2018-06-16 19:20,236.0
2018-06-16 19:35,245.0
2018-06-16 19:50,236.0
2018-06-16 20:05,223.0
2018-06-16 20:20,187.0
2018-06-16 20:35,180.0
2018-06-16 20:50,188.0
2018-06-16 21:05,160.0
2018-06-16 21:20,132.0
2018-06-16 21:35,138.0
2018-06-16 21:50,119.0
2018-06-16 22:05,95.0
2018-06-16 22:20,95.0
2018-06-16 22:35,95.0
2018-06-16 22:50,92.0
2018-06-16 23:05,73.0
2018-06-16 23:20,67.0
2018-06-16 23:35,59.0
2018-06-16 23:50,50.0
2018-06-17 00:05,47.0
2018-06-17 00:20,52.0
2018-06-17 00:35,52.0
2018-06-17 00:50,50.0
2018-06-17 01:05,42.0
2018-06-17 01:20,38.0
2018-06-17 01:35,30.0
2018-06-17 01:50,29.0
2018-06-17 02:05,29.0
2018-06-17 02:20,35.0
2018-06-17 02:35,48.0
2018-06-17 02:50,59.0
2018-06-17 03:05,66.0
2018-06-17 03:20,71.0
2018-06-17 03:35,73.0
2018-06-17 03:50,92.0
2018-06-17 04:05,114.0
2018-06-17 04:20,149.0
2018-06-17 04:35,172.0
2018-06-17 04:50,201.0
2018-06-17 05:05,219.0
2018-06-17 05:20,252.0
2018-06-17 05:35,273.0
2018-06-17 05:50,278.0
2018-06-17 06:05,281.0
2018-06-17 06:20,269.0
2018-06-17 06:35,267.0
2018-06-17 06:50,254.0
2018-06-17 07:05,263.0
2018-06-17 07:20,292.0
2018-06-17 07:35,306.0
2018-06-17 07:50,306.0
2018-06-17 08:05,311.0
2018-06-17 08:20,355.0
2018-06-17 08:35,390.0
2018-06-17 08:50,405.0
2018-06-17 09:05,430.0
2018-06-17 09:20,469.0
2018-06-17 09:35,478.0
2018-06-17 09:50,471.0
2018-06-17 10:05,462.0
2018-06-17 10:20,441.0
2018-06-17 10:35,454.0
2018-06-17 10:50,494.0
2018-06-17 11:05,503.0
2018-06-17 11:20,471.0
2018-06-17 11:35,440.0
2018-06-17 11:50,425.0
2018-06-17 12:05,441.0
2018-06-17 12:20,721.0
2018-06-17 12:35,688.0
2018-06-17 12:50,735.0
2018-06-17 13:05,749.0
2018-06-17 13:20,696.0
2018-06-17 13:35,634.0
2018-06-17 13:50,493.0
2018-06-17 14:05,420.0
2018-06-17 14:20,689.0
2018-06-17 14:35,688.0
2018-06-17 14:50,692.0
2018-06-17 15:05,659.0
2018-06-17 15:20,676.0
2018-06-17 15:35,644.0
2018-06-17 15:50,640.0
2018-06-17 16:05,647.0
2018-06-17 16:20,614.0
2018-06-17 16:35,631.0
2018-06-17 16:50,639.0
2018-06-17 17:05,617.0
2018-06-17 17:20,603.0
2018-06-17 17:35,586.0
2018-06-17 17:50,540.0
2018-06-17 18:05,542.0
2018-06-17 18:20,536.0
2018-06-17 18:35,520.0
2018-06-17 18:50,509.0
2018-06-17 19:05,521.0
2018-06-17 19:20,521.0
2018-06-17 19:35,530.0
2018-06-17 19:50,517.0
2018-06-17 20:05,435.0
2018-06-17 20:20,356.0
2018-06-17 20:35,356.0
2018-06-17 20:50,257.0
2018-06-17 21:05,190.0
2018-06-17 21:20,150.0
2018-06-17 21:35,124.0
2018-06-17 21:50,120.0
2018-06-17 22:05,98.0
2018-06-17 22:20,85.0
2018-06-17 22:35,86.0
2018-06-17 22:50,78.0
2018-06-17 23:05,73.0
2018-06-17 23:20,80.0
2018-06-17 23:35,79.0
2018-06-17 23:50,71.0
2018-06-18 00:05,50.0
2018-06-18 00:20,50.0
2018-06-18 00:35,46.0
2018-06-18 00:50,46.0
2018-06-18 01:05,44.0
2018-06-18 01:20,42.0
2018-06-18 01:35,34.0
2018-06-18 01:50,43.0
2018-06-18 02:05,41.0
2018-06-18 02:20,48.0
2018-06-18 02:35,58.0
2018-06-18 02:50,69.0
2018-06-18 03:05,71.0
2018-06-18 03:20,79.0
2018-06-18 03:35,86.0
2018-06-18 03:50,93.0
2018-06-18 04:05,109.0
2018-06-18 04:20,143.0
2018-06-18 04:35,191.0
2018-06-18 04:50,241.0
2018-06-18 05:05,286.0
2018-06-18 05:20,332.0
2018-06-18 05:35,318.0
2018-06-18 05:50,318.0
2018-06-18 06:05,341.0
2018-06-18 06:20,341.0
2018-06-18 06:35,341.0
2018-06-18 06:50,341.0
2018-06-18 07:05,341.0
2018-06-18 07:20,326.0
2018-06-18 07:35,362.0
2018-06-18 07:50,408.0
2018-06-18 08:05,407.0
2018-06-18 08:20,412.0
2018-06-18 08:35,407.0
2018-06-18 08:50,428.0
2018-06-18 09:05,436.0
2018-06-18 09:20,434.0
2018-06-18 09:35,475.0
2018-06-18 09:50,434.0
2018-06-18 10:05,392.0
2018-06-18 10:20,381.0
2018-06-18 10:35,388.0
2018-06-18 10:50,391.0
2018-06-18 11:05,374.0
2018-06-18 11:20,379.0
2018-06-18 11:35,370.0
2018-06-18 11:50,369.0
2018-06-18 12:05,346.0
2018-06-18 12:20,344.0
2018-06-18 12:35,355.0
2018-06-18 12:50,391.0
2018-06-18 13:05,372.0
2018-06-18 13:20,384.0
2018-06-18 13:35,402.0
2018-06-18 13:50,395.0
2018-06-18 14:05,407.0
2018-06-18 14:20,397.0
2018-06-18 14:35,397.0
2018-06-18 14:50,360.0
2018-06-18 15:05,385.0
2018-06-18 15:20,411.0
2018-06-18 15:35,391.0
2018-06-18 15:50,398.0
2018-06-18 16:05,403.0
2018-06-18 16:20,397.0
2018-06-18 16:35,367.0
2018-06-18 16:50,364.0
2018-06-18 17:05,381.0
2018-06-18 17:20,353.0
2018-06-18 17:35,352.0
2018-06-18 17:50,332.0
2018-06-18 18:05,306.0
2018-06-18 18:20,280.0
2018-06-18 18:35,292.0
2018-06-18 18:50,285.0
2018-06-18 19:05,307.0
2018-06-18 19:20,308.0
2018-06-18 19:35,323.0
2018-06-18 19:50,294.0
2018-06-18 20:05,303.0
2018-06-18 20:20,271.0
2018-06-18 20:35,254.0
2018-06-18 20:50,241.0
2018-06-18 21:05,215.0
2018-06-18 21:20,178.0
2018-06-18 21:35,133.0
2018-06-18 21:50,128.0
2018-06-18 22:05,121.0
2018-06-18 22:20,99.0
2018-06-18 22:35,85.0
2018-06-18 22:50,81.0
2018-06-18 23:05,71.0
2018-06-18 23:20,64.0
2018-06-18 23:35,58.0
2018-06-18 23:50,54.0
2018-06-19 00:05,43.0
2018-06-19 00:20,41.0
2018-06-19 00:35,40.0
2018-06-19 00:50,34.0
2018-06-19 01:05,30.0
2018-06-19 01:20,32.0
2018-06-19 01:35,46.0
2018-06-19 01:50,54.0
2018-06-19 02:05,57.0
2018-06-19 02:20,56.0
2018-06-19 02:35,72.0
2018-06-19 02:50,94.0
2018-06-19 03:05,107.0
2018-06-19 03:20,107.0
2018-06-19 03:35,99.0
2018-06-19 03:50,83.0
2018-06-19 04:05,106.0
2018-06-19 04:20,137.0
2018-06-19 04:35,185.0
2018-06-19 04:50,236.0
2018-06-19 05:05,279.0
2018-06-19 05:20,317.0
2018-06-19 05:35,331.0
2018-06-19 05:50,333.0
2018-06-19 06:05,338.0
2018-06-19 06:20,320.0
2018-06-19 06:35,316.0
2018-06-19 06:50,314.0
2018-06-19 07:05,347.0
2018-06-19 07:20,357.0
2018-06-19 07:35,369.0
2018-06-19 07:50,374.0
2018-06-19 08:05,388.0
2018-06-19 08:20,399.0
2018-06-19 08:35,392.0
2018-06-19 08:50,416.0
2018-06-19 09:05,424.0
2018-06-19 09:20,445.0
2018-06-19 09:35,421.0
2018-06-19 09:50,404.0
2018-06-19 10:05,404.0
2018-06-19 10:20,395.0
2018-06-19 10:35,366.0
2018-06-19 10:50,383.0
2018-06-19 11:05,366.0
2018-06-19 11:20,366.0
2018-06-19 11:35,386.0
2018-06-19 11:50,391.0
2018-06-19 12:05,352.0
2018-06-19 12:20,349.0
2018-06-19 12:35,351.0
2018-06-19 12:50,371.0
2018-06-19 13:05,362.0
2018-06-19 13:20,342.0
2018-06-19 13:35,377.0
2018-06-19 13:50,397.0
2018-06-19 14:05,399.0
2018-06-19 14:20,368.0
2018-06-19 14:35,372.0
2018-06-19 14:50,419.0
2018-06-19 15:05,376.0
2018-06-19 15:20,387.0
2018-06-19 15:35,363.0
2018-06-19 15:50,340.0
2018-06-19 16:05,362.0
2018-06-19 16:20,387.0
2018-06-19 16:35,380.0
2018-06-19 16:50,355.0
2018-06-19 17:05,354.0
2018-06-19 17:20,339.0
2018-06-19 17:35,347.0
2018-06-19 17:50,358.0
2018-06-19 18:05,309.0
2018-06-19 18:20,282.0
2018-06-19 18:35,274.0
2018-06-19 18:50,282.0
2018-06-19 19:05,295.0
2018-06-19 19:20,289.0
2018-06-19 19:35,328.0
2018-06-19 19:50,303.0
2018-06-19 20:05,283.0
2018-06-19 20:20,265.0
2018-06-19 20:35,237.0
2018-06-19 20:50,223.0
2018-06-19 21:05,188.0
2018-06-19 21:20,158.0
2018-06-19 21:35,153.0
2018-06-19 21:50,130.0
2018-06-19 22:05,117.0
2018-06-19 22:20,106.0
2018-06-19 22:35,111.0
2018-06-19 22:50,92.0
2018-06-19 23:05,80.0
2018-06-19 23:20,61.0
2018-06-19 23:35,67.0
2018-06-19 23:50,53.0
2018-06-20 00:05,44.0
2018-06-20 00:20,34.0
2018-06-20 00:35,36.0
2018-06-20 00:50,38.0
2018-06-20 01:05,35.0
2018-06-20 01:20,34.0
2018-06-20 01:35,38.0
2018-06-20 01:50,48.0
2018-06-20 02:05,51.0
2018-06-20 02:20,69.0
2018-06-20 02:35,71.0
2018-06-20 02:50,89.0
2018-06-20 03:05,99.0
2018-06-20 03:20,86.0
2018-06-20 03:35,87.0
2018-06-20 03:50,93.0
2018-06-20 04:05,112.0
2018-06-20 04:20,143.0
2018-06-20 04:35,191.0
2018-06-20 04:50,253.0
2018-06-20 05:05,301.0
2018-06-20 05:20,340.0
2018-06-20 05:35,364.0
2018-06-20 05:50,350.0
2018-06-20 06:05,324.0
2018-06-20 06:20,340.0
2018-06-20 06:35,343.0
2018-06-20 06:50,374.0
2018-06-20 07:05,388.0
2018-06-20 07:20,411.0
2018-06-20 07:35,439.0
2018-06-20 07:50,452.0
2018-06-20 08:05,442.0
2018-06-20 08:20,464.0
2018-06-20 08:35,480.0
2018-06-20 08:50,484.0
2018-06-20 09:05,497.0
2018-06-20 09:20,493.0
2018-06-20 09:35,481.0
2018-06-20 09:50,465.0
2018-06-20 10:05,447.0
2018-06-20 10:20,468.0
2018-06-20 10:35,446.0
2018-06-20 10:50,432.0
2018-06-20 11:05,431.0
2018-06-20 11:20,425.0
2018-06-20 11:35,439.0
2018-06-20 11:50,470.0
2018-06-20 12:05,456.0
2018-06-20 12:20,461.0
2018-06-20 12:35,459.0
2018-06-20 12:50,482.0
2018-06-20 13:05,487.0
2018-06-20 13:20,479.0
2018-06-20 13:35,490.0
2018-06-20 13:50,467.0
2018-06-20 14:05,468.0
2018-06-20 14:20,457.0
2018-06-20 14:35,471.0
2018-06-20 14:50,477.0
2018-06-20 15:05,469.0
2018-06-20 15:20,467.0
2018-06-20 15:35,479.0
2018-06-20 15:50,447.0
2018-06-20 16:05,473.0
2018-06-20 16:20,477.0
2018-06-20 16:35,473.0
2018-06-20 16:50,438.0
2018-06-20 17:05,435.0
2018-06-20 17:20,416.0
2018-06-20 17:35,408.0
2018-06-20 17:50,364.0
2018-06-20 18:05,378.0
2018-06-20 18:20,331.0
2018-06-20 18:35,308.0
2018-06-20 18:50,301.0
2018-06-20 19:05,299.0
2018-06-20 19:20,333.0
2018-06-20 19:35,334.0
2018-06-20 19:50,328.0
2018-06-20 20:05,297.0
2018-06-20 20:20,268.0
2018-06-20 20:35,257.0
2018-06-20 20:50,242.0
2018-06-20 21:05,204.0
2018-06-20 21:20,168.0
2018-06-20 21:35,168.0
2018-06-20 21:50,138.0
2018-06-20 22:05,122.0
2018-06-20 22:20,122.0
2018-06-20 22:35,105.0
2018-06-20 22:50,97.0
2018-06-20 23:05,81.0
2018-06-20 23:20,69.0
2018-06-20 23:35,57.0
2018-06-20 23:50,49.0
2018-06-21 00:05,56.0
2018-06-21 00:20,51.0
2018-06-21 00:35,43.0
2018-06-21 00:50,30.0
2018-06-21 01:05,30.0
2018-06-21 01:20,34.0
2018-06-21 01:35,32.0
2018-06-21 01:50,51.0
2018-06-21 02:05,66.0
2018-06-21 02:20,70.0
2018-06-21 02:35,74.0
2018-06-21 02:50,84.0
2018-06-21 03:05,106.0
2018-06-21 03:20,116.0
2018-06-21 03:35,104.0
2018-06-21 03:50,103.0
2018-06-21 04:05,114.0
2018-06-21 04:20,139.0
2018-06-21 04:35,179.0
2018-06-21 04:50,237.0
2018-06-21 05:05,294.0
2018-06-21 05:20,339.0
2018-06-21 05:35,350.0
2018-06-21 05:50,352.0
2018-06-21 06:05,370.0
2018-06-21 06:20,354.0
2018-06-21 06:35,329.0
2018-06-21 06:50,323.0
2018-06-21 07:05,342.0
2018-06-21 07:20,372.0
2018-06-21 07:35,395.0
2018-06-21 07:50,411.0
2018-06-21 08:05,410.0
2018-06-21 08:20,419.0
2018-06-21 08:35,410.0
2018-06-21 08:50,441.0
2018-06-21 09:05,432.0
2018-06-21 09:20,456.0
2018-06-21 09:35,428.0
2018-06-21 09:50,418.0
2018-06-21 10:05,416.0
2018-06-21 10:20,387.0
2018-06-21 10:35,363.0
2018-06-21 10:50,371.0
2018-06-21 11:05,391.0
2018-06-21 11:20,378.0
2018-06-21 11:35,391.0
2018-06-21 11:50,401.0
2018-06-21 12:05,378.0
2018-06-21 12:20,371.0
2018-06-21 12:35,344.0
2018-06-21 12:50,369.0
2018-06-21 13:05,391.0
2018-06-21 13:20,359.0
2018-06-21 13:35,358.0
2018-06-21 13:50,361.0
2018-06-21 14:05,357.0
2018-06-21 14:20,346.0
2018-06-21 14:35,369.0
2018-06-21 14:50,374.0
2018-06-21 15:05,341.0
2018-06-21 15:20,354.0
2018-06-21 15:35,370.0
2018-06-21 15:50,336.0
2018-06-21 16:05,358.0
2018-06-21 16:20,376.0
2018-06-21 16:35,370.0
2018-06-21 16:50,358.0
2018-06-21 17:05,370.0
2018-06-21 17:20,344.0
2018-06-21 17:35,329.0
2018-06-21 17:50,342.0
2018-06-21 18:05,323.0
2018-06-21 18:20,305.0
2018-06-21 18:35,281.0
2018-06-21 18:50,266.0
2018-06-21 19:05,267.0
2018-06-21 19:20,289.0
2018-06-21 19:35,306.0
2018-06-21 19:50,306.0
2018-06-21 20:05,327.0
2018-06-21 20:20,301.0
2018-06-21 20:35,277.0
2018-06-21 20:50,239.0
2018-06-21 21:05,229.0
2018-06-21 21:20,218.0
2018-06-21 21:35,157.0
2018-06-21 21:50,126.0
2018-06-21 22:05,127.0
2018-06-21 22:20,125.0
2018-06-21 22:35,125.0
2018-06-21 22:50,111.0
2018-06-21 23:05,100.0
2018-06-21 23:20,87.0
2018-06-21 23:35,70.0
2018-06-21 23:50,59.0
2018-06-22 00:05,56.0
2018-06-22 00:20,45.0
2018-06-22 00:35,41.0
2018-06-22 00:50,42.0
2018-06-22 01:05,44.0
2018-06-22 01:20,48.0
2018-06-22 01:35,47.0
2018-06-22 01:50,59.0
2018-06-22 02:05,60.0
2018-06-22 02:20,71.0
2018-06-22 02:35,77.0
2018-06-22 02:50,106.0
2018-06-22 03:05,108.0
2018-06-22 03:20,114.0
2018-06-22 03:35,101.0
2018-06-22 03:50,88.0
2018-06-22 04:05,97.0
2018-06-22 04:20,130.0
2018-06-22 04:35,178.0
2018-06-22 04:50,232.0
2018-06-22 05:05,278.0
2018-06-22 05:20,308.0
2018-06-22 05:35,313.0
2018-06-22 05:50,334.0
2018-06-22 06:05,339.0
2018-06-22 06:20,350.0
2018-06-22 06:35,334.0
2018-06-22 06:50,317.0
2018-06-22 07:05,322.0
2018-06-22 07:20,344.0
2018-06-22 07:35,358.0
2018-06-22 07:50,401.0
2018-06-22 08:05,389.0
2018-06-22 08:20,424.0
2018-06-22 08:35,425.0
2018-06-22 08:50,423.0
2018-06-22 09:05,413.0
2018-06-22 09:20,391.0
2018-06-22 09:35,425.0
2018-06-22 09:50,376.0
2018-06-22 10:05,402.0
2018-06-22 10:20,389.0
2018-06-22 10:35,409.0
2018-06-22 10:50,403.0
2018-06-22 11:05,399.0
2018-06-22 11:20,414.0
2018-06-22 11:35,414.0
2018-06-22 11:50,414.0
2018-06-22 12:05,414.0
2018-06-22 12:20,414.0
2018-06-22 12:35,414.0
2018-06-22 12:50,369.0
2018-06-22 13:05,393.0
2018-06-22 13:20,425.0
2018-06-22 13:35,424.0
2018-06-22 13:50,425.0
2018-06-22 14:05,425.0
2018-06-22 14:20,441.0
2018-06-22 14:35,435.0
2018-06-22 14:50,431.0
2018-06-22 15:05,415.0
2018-06-22 15:20,437.0
2018-06-22 15:35,464.0
2018-06-22 15:50,457.0
2018-06-22 16:05,438.0
2018-06-22 16:20,410.0
2018-06-22 16:35,385.0
2018-06-22 16:50,419.0
2018-06-22 17:05,400.0
2018-06-22 17:20,382.0
2018-06-22 17:35,361.0
2018-06-22 17:50,364.0
2018-06-22 18:05,361.0
2018-06-22 18:20,308.0
2018-06-22 18:35,294.0
2018-06-22 18:50,303.0
2018-06-22 19:05,320.0
2018-06-22 19:20,327.0
2018-06-22 19:35,310.0
2018-06-22 19:50,317.0
2018-06-22 20:05,317.0
2018-06-22 20:20,272.0
2018-06-22 20:35,241.0
2018-06-22 20:50,244.0
2018-06-22 21:05,225.0
2018-06-22 21:20,172.0
2018-06-22 21:35,123.0
2018-06-22 21:50,127.0
2018-06-22 22:05,121.0
2018-06-22 22:20,106.0
2018-06-22 22:35,101.0
2018-06-22 22:50,95.0
2018-06-22 23:05,77.0
2018-06-22 23:20,77.0
2018-06-22 23:35,77.0
2018-06-22 23:50,77.0
2018-06-23 00:05,35.0
2018-06-23 00:20,31.0
2018-06-23 00:35,28.0
2018-06-23 00:50,25.0
2018-06-23 01:05,22.0
2018-06-23 01:20,17.0
2018-06-23 01:35,25.0
2018-06-23 01:50,21.0
2018-06-23 02:05,31.0
2018-06-23 02:20,38.0
2018-06-23 02:35,60.0
2018-06-23 02:50,76.0
2018-06-23 03:05,66.0
2018-06-23 03:20,75.0
2018-06-23 03:35,82.0
2018-06-23 03:50,93.0
2018-06-23 04:05,107.0
2018-06-23 04:20,138.0
2018-06-23 04:35,165.0
2018-06-23 04:50,202.0
2018-06-23 05:05,226.0
2018-06-23 05:20,283.0
2018-06-23 05:35,278.0
2018-06-23 05:50,292.0
2018-06-23 06:05,297.0
2018-06-23 06:20,297.0
2018-06-23 06:35,308.0
2018-06-23 06:50,282.0
